Samples,profile_id,latitude,longitude,BD (g/cm3),SOC (g/kg),SOCD (kg/m2),upper_dept,lower_dept,Depth,DEM,NDVI,MAT,MAP,PET,AI,pH,Sand,Silt,Clay,CLCD,SOCD__meth,References,Year
120,25,30.841,118.7472222,1.69,0.29,0.14,42,70,56,34.00 ,0.71 ,15.98 ,105.09 ,1230.00 ,1.02 ,6.48 ,32.85 ,31.51 ,64.83 ,3,Measurement,"Liu et al., 2022",2014
121,25,30.841,118.7472222,1.68,0.81,0.68,70,120,95,34.00 ,0.71 ,15.98 ,105.09 ,1230.00 ,1.02 ,6.67 ,31.24 ,33.20 ,66.66 ,3,Measurement,"Liu et al., 2022",2014
122,26,30.76058333,118.9695833,1.04,21.75,2.94,0,13,6.5,54.87 ,0.49 ,15.95 ,106.00 ,1226.00 ,1.04 ,6.34 ,39.10 ,35.17 ,63.40 ,1,Measurement,"Liu et al., 2022",2014
123,26,30.76058333,118.9695833,1.34,20.01,1.88,13,20,16.5,54.87 ,0.49 ,15.95 ,106.00 ,1226.00 ,1.04 ,6.54 ,37.52 ,34.83 ,65.36 ,1,Measurement,"Liu et al., 2022",2014
124,26,30.76058333,118.9695833,1.65,15.98,3.69,20,34,27,54.87 ,0.49 ,15.95 ,106.00 ,1226.00 ,1.04 ,6.79 ,35.88 ,34.22 ,67.91 ,1,Measurement,"Liu et al., 2022",2014
125,26,30.76058333,118.9695833,1.65,7.39,2.81,34,57,45.5,54.87 ,0.49 ,15.95 ,106.00 ,1226.00 ,1.04 ,6.92 ,35.34 ,33.47 ,69.16 ,1,Measurement,"Liu et al., 2022",2014
126,26,30.76058333,118.9695833,1.62,5.84,5.96,57,120,88.5,54.87 ,0.49 ,15.95 ,106.00 ,1226.00 ,1.04 ,6.92 ,32.51 ,36.70 ,69.21 ,1,Measurement,"Liu et al., 2022",2014
127,27,31.34191667,118.18025,1.24,14.97,2.97,0,16,8,7.40 ,0.50 ,16.10 ,98.80 ,1266.55 ,0.94 ,6.69 ,22.02 ,51.20 ,66.87 ,2,Measurement,"Liu et al., 2022",2014
128,27,31.34191667,118.18025,1.52,10.85,1.32,16,24,20,7.40 ,0.50 ,16.10 ,98.80 ,1266.55 ,0.94 ,7.13 ,22.90 ,47.58 ,71.29 ,2,Measurement,"Liu et al., 2022",2014
129,27,31.34191667,118.18025,1.49,10.01,1.79,24,36,30,7.40 ,0.50 ,16.10 ,98.80 ,1266.55 ,0.94 ,7.47 ,22.72 ,45.42 ,74.67 ,2,Measurement,"Liu et al., 2022",2014
130,27,31.34191667,118.18025,1.42,3.82,1.79,36,69,52.5,7.40 ,0.50 ,16.10 ,98.80 ,1266.55 ,0.94 ,7.58 ,21.91 ,46.40 ,75.85 ,2,Measurement,"Liu et al., 2022",2014
131,27,31.34191667,118.18025,1.45,4.86,2.89,69,110,89.5,7.40 ,0.50 ,16.10 ,98.80 ,1266.55 ,0.94 ,7.58 ,27.01 ,47.77 ,75.78 ,2,Measurement,"Liu et al., 2022",2014
132,28,29.80444444,116.8330556,1.18,25.46,5.41,0,18,9,74.52 ,0.66 ,16.87 ,128.86 ,1325.68 ,1.17 ,5.46 ,45.28 ,34.25 ,54.62 ,2,Measurement,"Liu et al., 2022",2014
133,28,29.80444444,116.8330556,1.41,9.49,0.94,18,25,21.5,74.52 ,0.66 ,16.87 ,128.86 ,1325.68 ,1.17 ,5.61 ,40.62 ,38.04 ,56.11 ,2,Measurement,"Liu et al., 2022",2014
134,28,29.80444444,116.8330556,1.63,4.5,1.47,25,45,35,74.52 ,0.66 ,16.87 ,128.86 ,1325.68 ,1.17 ,5.77 ,42.20 ,35.64 ,57.66 ,2,Measurement,"Liu et al., 2022",2014
135,28,29.80444444,116.8330556,1.63,0.9,1.11,45,120,82.5,74.52 ,0.66 ,16.87 ,128.86 ,1325.68 ,1.17 ,6.01 ,40.36 ,36.93 ,60.13 ,2,Measurement,"Liu et al., 2022",2014
136,29,30.82972222,118.5377222,1.3,18.1,4.23,0,18,9,28.22 ,0.72 ,16.13 ,106.25 ,1243.00 ,1.03 ,6.09 ,47.38 ,29.18 ,60.87 ,1,Measurement,"Liu et al., 2022",2014
137,29,30.82972222,118.5377222,1.46,13.86,2.43,18,30,24,28.22 ,0.72 ,16.13 ,106.25 ,1243.00 ,1.03 ,6.43 ,45.93 ,30.19 ,64.30 ,1,Measurement,"Liu et al., 2022",2014
138,29,30.82972222,118.5377222,1.77,6.64,1.41,30,42,36,28.22 ,0.72 ,16.13 ,106.25 ,1243.00 ,1.03 ,6.62 ,43.11 ,31.12 ,66.19 ,1,Measurement,"Liu et al., 2022",2014
139,29,30.82972222,118.5377222,1.8,2.64,0.95,42,62,52,28.22 ,0.72 ,16.13 ,106.25 ,1243.00 ,1.03 ,6.72 ,40.82 ,31.59 ,67.18 ,1,Measurement,"Liu et al., 2022",2014
140,29,30.82972222,118.5377222,1.61,2.37,2.21,62,120,91,28.22 ,0.72 ,16.13 ,106.25 ,1243.00 ,1.03 ,6.85 ,41.52 ,31.50 ,68.50 ,1,Measurement,"Liu et al., 2022",2014
141,30,32.58322222,117.4302778,1.16,10.27,2.38,0,20,10,79.30 ,0.47 ,15.39 ,74.57 ,1355.00 ,0.66 ,6.52 ,34.03 ,39.21 ,65.24 ,2,Measurement,"Liu et al., 2022",2014
142,30,32.58322222,117.4302778,1.62,5.68,0.74,20,28,24,79.30 ,0.47 ,15.39 ,74.57 ,1355.00 ,0.66 ,7.04 ,33.40 ,35.37 ,70.35 ,2,Measurement,"Liu et al., 2022",2014
143,30,32.58322222,117.4302778,1.53,4.68,2.29,28,60,44,79.30 ,0.47 ,15.39 ,74.57 ,1355.00 ,0.66 ,7.33 ,32.94 ,30.49 ,73.31 ,2,Measurement,"Liu et al., 2022",2014
144,30,32.58322222,117.4302778,1.64,0.92,0.3,60,80,70,79.30 ,0.47 ,15.39 ,74.57 ,1355.00 ,0.66 ,7.56 ,32.32 ,30.84 ,75.60 ,2,Measurement,"Liu et al., 2022",2014
145,30,32.58322222,117.4302778,1.64,0.92,0.6,80,120,100,79.30 ,0.47 ,15.39 ,74.57 ,1355.00 ,0.66 ,7.76 ,31.83 ,33.35 ,77.56 ,2,Measurement,"Liu et al., 2022",2014
146,31,32.47222222,117.9336111,1.08,12.3,1.33,0,10,5,34.17 ,0.63 ,15.46 ,75.60 ,1329.00 ,0.68 ,6.05 ,35.69 ,37.14 ,60.52 ,2,Measurement,"Liu et al., 2022",2014
147,31,32.47222222,117.9336111,1.46,9.92,1.45,10,20,15,34.17 ,0.63 ,15.46 ,75.60 ,1329.00 ,0.68 ,6.26 ,34.51 ,35.84 ,62.56 ,2,Measurement,"Liu et al., 2022",2014
148,31,32.47222222,117.9336111,1.52,8.41,2.56,20,40,30,34.17 ,0.63 ,15.46 ,75.60 ,1329.00 ,0.68 ,6.91 ,32.01 ,34.17 ,69.09 ,2,Measurement,"Liu et al., 2022",2014
149,31,32.47222222,117.9336111,1.48,7.95,4.7,40,80,60,34.17 ,0.63 ,15.46 ,75.60 ,1329.00 ,0.68 ,7.42 ,31.82 ,30.77 ,74.23 ,2,Measurement,"Liu et al., 2022",2014
150,31,32.47222222,117.9336111,1.48,7.81,4.63,80,120,100,34.17 ,0.63 ,15.46 ,75.60 ,1329.00 ,0.68 ,7.52 ,33.16 ,29.75 ,75.21 ,2,Measurement,"Liu et al., 2022",2014
151,32,31.0135,118.5900833,1.16,13.69,1.91,0,12,6,30.43 ,0.58 ,16.03 ,102.77 ,1247.72 ,0.99 ,5.61 ,36.46 ,36.80 ,56.13 ,1,Measurement,"Liu et al., 2022",2014
152,32,31.0135,118.5900833,1.36,8.7,0.71,12,18,15,30.43 ,0.58 ,16.03 ,102.77 ,1247.72 ,0.99 ,5.81 ,35.97 ,35.79 ,58.11 ,1,Measurement,"Liu et al., 2022",2014
153,32,31.0135,118.5900833,1.62,1.79,0.7,18,42,30,30.43 ,0.58 ,16.03 ,102.77 ,1247.72 ,0.99 ,6.15 ,35.66 ,34.56 ,61.55 ,1,Measurement,"Liu et al., 2022",2014
154,32,31.0135,118.5900833,1.72,0.91,0.39,42,67,54.5,30.43 ,0.58 ,16.03 ,102.77 ,1247.72 ,0.99 ,6.58 ,33.39 ,35.43 ,65.76 ,1,Measurement,"Liu et al., 2022",2014
155,32,31.0135,118.5900833,1.61,0.06,0.05,67,120,93.5,30.43 ,0.58 ,16.03 ,102.77 ,1247.72 ,0.99 ,6.69 ,30.59 ,38.08 ,66.93 ,1,Measurement,"Liu et al., 2022",2014
156,33,31.10641667,118.7894444,1.26,16.94,3.2,0,15,7.5,8.00 ,0.51 ,16.08 ,99.67 ,1248.00 ,0.96 ,5.77 ,34.03 ,38.29 ,57.68 ,1,Measurement,"Liu et al., 2022",2014
157,33,31.10641667,118.7894444,1.42,11.02,1.72,15,26,20.5,8.00 ,0.51 ,16.08 ,99.67 ,1248.00 ,0.96 ,6.50 ,30.94 ,38.63 ,65.02 ,1,Measurement,"Liu et al., 2022",2014
158,33,31.10641667,118.7894444,1.55,3.42,0.74,26,40,33,8.00 ,0.51 ,16.08 ,99.67 ,1248.00 ,0.96 ,7.00 ,29.75 ,38.31 ,70.00 ,1,Measurement,"Liu et al., 2022",2014
159,33,31.10641667,118.7894444,1.14,5.48,4.38,40,110,75,8.00 ,0.51 ,16.08 ,99.67 ,1248.00 ,0.96 ,7.19 ,30.41 ,37.67 ,71.91 ,1,Measurement,"Liu et al., 2022",2014
160,33,31.10641667,118.7894444,1.42,14.41,2.05,110,120,115,8.00 ,0.51 ,16.08 ,99.67 ,1248.00 ,0.96 ,7.16 ,30.48 ,37.39 ,71.58 ,1,Measurement,"Liu et al., 2022",2014
161,34,31.45941667,117.1246944,1.11,14.97,2.49,0,15,7.5,24.09 ,0.55 ,16.02 ,103.63 ,1282.74 ,0.97 ,5.82 ,42.70 ,33.60 ,58.20 ,2,Measurement,"Liu et al., 2022",2014
162,34,31.45941667,117.1246944,1.62,2.55,0.21,15,20,17.5,24.09 ,0.55 ,16.02 ,103.63 ,1282.74 ,0.97 ,6.20 ,43.65 ,30.53 ,62.00 ,2,Measurement,"Liu et al., 2022",2014
163,34,31.45941667,117.1246944,1.41,2.07,0.35,20,32,26,24.09 ,0.55 ,16.02 ,103.63 ,1282.74 ,0.97 ,6.50 ,44.09 ,27.69 ,65.03 ,2,Measurement,"Liu et al., 2022",2014
164,34,31.45941667,117.1246944,1.46,2.08,0.73,32,56,44,24.09 ,0.55 ,16.02 ,103.63 ,1282.74 ,0.97 ,6.72 ,42.54 ,26.33 ,67.17 ,2,Measurement,"Liu et al., 2022",2014
165,34,31.45941667,117.1246944,1.55,3.3,3.27,56,120,88,24.09 ,0.55 ,16.02 ,103.63 ,1282.74 ,0.97 ,6.97 ,33.75 ,34.92 ,69.69 ,2,Measurement,"Liu et al., 2022",2014
166,35,31.07736111,118.7949167,1.13,22.16,3.25,0,13,6.5,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,5.71 ,25.94 ,42.26 ,57.13 ,1,Measurement,"Liu et al., 2022",2014
167,35,31.07736111,118.7949167,1.44,12.24,1.06,13,19,16,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,6.19 ,24.88 ,43.90 ,61.88 ,1,Measurement,"Liu et al., 2022",2014
168,35,31.07736111,118.7949167,1.39,8.22,1.94,19,36,27.5,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,6.80 ,25.39 ,45.04 ,67.99 ,1,Measurement,"Liu et al., 2022",2014
169,35,31.07736111,118.7949167,1.54,5.67,3.84,36,80,58,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,6.90 ,27.31 ,43.11 ,68.95 ,1,Measurement,"Liu et al., 2022",2014
170,35,31.07736111,118.7949167,1.38,19.37,5.35,80,100,90,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,6.92 ,27.81 ,42.81 ,69.22 ,1,Measurement,"Liu et al., 2022",2014
171,35,31.07736111,118.7949167,1.51,1.22,0.37,100,120,110,8.00 ,0.55 ,16.07 ,99.67 ,1246.00 ,0.96 ,6.92 ,29.82 ,41.44 ,69.16 ,1,Measurement,"Liu et al., 2022",2014
172,36,31.24402778,117.4733056,1.11,18.74,2.7,0,13,6.5,6.00 ,0.65 ,16.14 ,107.26 ,1270.67 ,1.01 ,6.43 ,28.89 ,51.83 ,64.32 ,2,Measurement,"Liu et al., 2022",2014
173,36,31.24402778,117.4733056,1.52,12.53,1.71,13,22,17.5,6.00 ,0.65 ,16.14 ,107.26 ,1270.67 ,1.01 ,6.76 ,29.28 ,49.94 ,67.57 ,2,Measurement,"Liu et al., 2022",2014
174,36,31.24402778,117.4733056,1.6,5.66,1,22,33,27.5,6.00 ,0.65 ,16.14 ,107.26 ,1270.67 ,1.01 ,7.05 ,29.39 ,47.47 ,70.51 ,2,Measurement,"Liu et al., 2022",2014
175,36,31.24402778,117.4733056,1.4,10.56,7.69,33,85,59,6.00 ,0.65 ,16.14 ,107.26 ,1270.67 ,1.01 ,7.29 ,28.89 ,45.86 ,72.88 ,2,Measurement,"Liu et al., 2022",2014
176,36,31.24402778,117.4733056,1.25,14.41,6.31,85,120,102.5,6.00 ,0.65 ,16.14 ,107.26 ,1270.67 ,1.01 ,7.38 ,27.75 ,46.69 ,73.83 ,2,Measurement,"Liu et al., 2022",2014
177,37,32.53719444,117.3796944,1.3,9.67,2.51,0,20,10,46.85 ,0.46 ,15.34 ,75.08 ,1334.00 ,0.67 ,6.81 ,37.95 ,30.01 ,68.06 ,6,Measurement,"Liu et al., 2022",2014
178,37,32.53719444,117.3796944,1.48,3.53,0.63,20,32,26,46.85 ,0.46 ,15.34 ,75.08 ,1334.00 ,0.67 ,7.35 ,34.93 ,28.79 ,73.48 ,6,Measurement,"Liu et al., 2022",2014
179,37,32.53719444,117.3796944,1.39,3.46,1.59,32,65,48.5,46.85 ,0.46 ,15.34 ,75.08 ,1334.00 ,0.67 ,7.55 ,30.64 ,27.16 ,75.49 ,6,Measurement,"Liu et al., 2022",2014
180,37,32.53719444,117.3796944,1.44,2.91,1.68,65,105,85,46.85 ,0.46 ,15.34 ,75.08 ,1334.00 ,0.67 ,7.69 ,32.50 ,25.27 ,76.91 ,6,Measurement,"Liu et al., 2022",2014
181,37,32.53719444,117.3796944,1.49,1.94,0.43,105,120,112.5,46.85 ,0.46 ,15.34 ,75.08 ,1334.00 ,0.67 ,7.78 ,34.10 ,25.35 ,77.80 ,6,Measurement,"Liu et al., 2022",2014
182,38,30.78011111,118.9371667,1.3,12.99,2.03,0,12,6,31.54 ,0.32 ,16.11 ,105.33 ,1237.00 ,1.02 ,6.35 ,48.33 ,30.04 ,63.51 ,1,Measurement,"Liu et al., 2022",2014
183,38,30.78011111,118.9371667,1.45,10.79,1.25,12,20,16,31.54 ,0.32 ,16.11 ,105.33 ,1237.00 ,1.02 ,6.66 ,49.08 ,28.30 ,66.63 ,1,Measurement,"Liu et al., 2022",2014
184,38,30.78011111,118.9371667,1.54,7.42,1.72,20,35,27.5,31.54 ,0.32 ,16.11 ,105.33 ,1237.00 ,1.02 ,6.86 ,46.82 ,28.14 ,68.59 ,1,Measurement,"Liu et al., 2022",2014
185,38,30.78011111,118.9371667,1.64,6.54,4.83,35,80,57.5,31.54 ,0.32 ,16.11 ,105.33 ,1237.00 ,1.02 ,6.77 ,46.98 ,27.55 ,67.70 ,1,Measurement,"Liu et al., 2022",2014
186,38,30.78011111,118.9371667,1.63,4.47,4.37,80,140,110,31.54 ,0.32 ,16.11 ,105.33 ,1237.00 ,1.02 ,6.73 ,42.77 ,29.10 ,67.28 ,1,Measurement,"Liu et al., 2022",2014
187,39,30.37805556,115.9753056,1.25,9.35,1.87,0,16,8,126.00 ,0.55 ,16.20 ,122.15 ,1300.96 ,1.13 ,6.27 ,52.17 ,28.24 ,62.74 ,2,Measurement,"Liu et al., 2022",2014
188,39,30.37805556,115.9753056,1.43,3.64,0.47,16,25,20.5,126.00 ,0.55 ,16.20 ,122.15 ,1300.96 ,1.13 ,6.28 ,49.51 ,30.13 ,62.77 ,2,Measurement,"Liu et al., 2022",2014
189,39,30.37805556,115.9753056,1.43,2.65,0.76,25,45,35,126.00 ,0.55 ,16.20 ,122.15 ,1300.96 ,1.13 ,6.26 ,48.30 ,29.71 ,62.63 ,2,Measurement,"Liu et al., 2022",2014
190,39,30.37805556,115.9753056,1.43,5.01,1.43,45,65,55,126.00 ,0.55 ,16.20 ,122.15 ,1300.96 ,1.13 ,6.20 ,49.10 ,27.38 ,62.04 ,2,Measurement,"Liu et al., 2022",2014
191,39,30.37805556,115.9753056,1.58,5.17,4.49,65,120,92.5,126.00 ,0.55 ,16.20 ,122.15 ,1300.96 ,1.13 ,6.31 ,45.16 ,30.95 ,63.10 ,2,Measurement,"Liu et al., 2022",2014
192,40,31.21930556,118.944,1.18,19.26,4.54,0,20,10,20.58 ,(0.01),15.83 ,97.50 ,1235.00 ,0.95 ,6.21 ,39.99 ,31.15 ,62.06 ,6,Measurement,"Liu et al., 2022",2014
193,40,31.21930556,118.944,1.6,12.24,0.98,20,25,22.5,20.58 ,(0.01),15.83 ,97.50 ,1235.00 ,0.95 ,6.58 ,39.75 ,27.48 ,65.77 ,6,Measurement,"Liu et al., 2022",2014
194,40,31.21930556,118.944,1.61,9.9,4.78,25,55,40,20.58 ,(0.01),15.83 ,97.50 ,1235.00 ,0.95 ,6.89 ,42.43 ,23.93 ,68.93 ,6,Measurement,"Liu et al., 2022",2014
195,40,31.21930556,118.944,1.62,2.43,0.71,55,73,64,20.58 ,(0.01),15.83 ,97.50 ,1235.00 ,0.95 ,7.03 ,43.64 ,23.32 ,70.34 ,6,Measurement,"Liu et al., 2022",2014
196,40,31.21930556,118.944,1.56,0.81,0.59,73,120,96.5,20.58 ,(0.01),15.83 ,97.50 ,1235.00 ,0.95 ,7.06 ,42.22 ,24.92 ,70.57 ,6,Measurement,"Liu et al., 2022",2014
197,41,30.44027778,116.3960278,1.27,7.66,1.75,0,18,9,27.27 ,0.53 ,16.88 ,121.19 ,1338.16 ,1.09 ,6.66 ,53.78 ,25.66 ,66.58 ,1,Measurement,"Liu et al., 2022",2014
198,41,30.44027778,116.3960278,1.47,3.13,0.46,18,28,23,27.27 ,0.53 ,16.88 ,121.19 ,1338.16 ,1.09 ,6.77 ,51.65 ,24.51 ,67.67 ,1,Measurement,"Liu et al., 2022",2014
199,41,30.44027778,116.3960278,1.57,2.54,0.68,28,45,36.5,27.27 ,0.53 ,16.88 ,121.19 ,1338.16 ,1.09 ,6.89 ,52.02 ,23.70 ,68.92 ,1,Measurement,"Liu et al., 2022",2014
200,41,30.44027778,116.3960278,1.57,1.62,0.38,45,60,52.5,27.27 ,0.53 ,16.88 ,121.19 ,1338.16 ,1.09 ,7.01 ,52.50 ,23.69 ,70.08 ,1,Measurement,"Liu et al., 2022",2014
201,41,30.44027778,116.3960278,1.6,4.69,4.5,60,120,90,27.27 ,0.53 ,16.88 ,121.19 ,1338.16 ,1.09 ,7.03 ,49.22 ,24.34 ,70.26 ,1,Measurement,"Liu et al., 2022",2014
202,42,30.90655556,119.2929444,1.24,33.64,6.26,0,15,7.5,54.00 ,0.75 ,15.74 ,101.50 ,1218.00 ,1.00 ,5.36 ,54.64 ,21.61 ,53.64 ,1,Measurement,"Liu et al., 2022",2014
203,42,30.90655556,119.2929444,1.58,16.01,1.26,15,20,17.5,54.00 ,0.75 ,15.74 ,101.50 ,1218.00 ,1.00 ,5.52 ,53.68 ,23.12 ,55.21 ,1,Measurement,"Liu et al., 2022",2014
204,42,30.90655556,119.2929444,1.57,15.93,3,20,32,26,54.00 ,0.75 ,15.74 ,101.50 ,1218.00 ,1.00 ,5.67 ,54.08 ,23.98 ,56.72 ,1,Measurement,"Liu et al., 2022",2014
205,42,30.90655556,119.2929444,1.58,6,2.66,32,60,46,54.00 ,0.75 ,15.74 ,101.50 ,1218.00 ,1.00 ,5.83 ,50.71 ,26.43 ,58.27 ,1,Measurement,"Liu et al., 2022",2014
206,42,30.90655556,119.2929444,1.58,3.19,3.02,60,120,90,54.00 ,0.75 ,15.74 ,101.50 ,1218.00 ,1.00 ,5.93 ,48.30 ,27.70 ,59.33 ,1,Measurement,"Liu et al., 2022",2014
207,43,30.91677778,118.8063889,1.32,11.83,1.87,0,12,6,13.02 ,0.65 ,16.19 ,103.26 ,1251.75 ,0.99 ,5.69 ,51.08 ,24.77 ,56.91 ,1,Measurement,"Liu et al., 2022",2014
208,43,30.91677778,118.8063889,1.58,6.09,0.58,12,18,15,13.02 ,0.65 ,16.19 ,103.26 ,1251.75 ,0.99 ,5.90 ,50.03 ,23.65 ,58.96 ,1,Measurement,"Liu et al., 2022",2014
209,43,30.91677778,118.8063889,1.55,2.95,1.01,18,40,29,13.02 ,0.65 ,16.19 ,103.26 ,1251.75 ,0.99 ,6.39 ,48.11 ,24.50 ,63.93 ,1,Measurement,"Liu et al., 2022",2014
210,43,30.91677778,118.8063889,1.55,2.95,3.66,40,120,80,13.02 ,0.65 ,16.19 ,103.26 ,1251.75 ,0.99 ,6.60 ,45.00 ,25.73 ,66.00 ,1,Measurement,"Liu et al., 2022",2014
211,44,32.55888889,118.0325,1.43,21.23,4.55,0,15,7.5,56.36 ,0.58 ,15.31 ,75.58 ,1323.20 ,0.69 ,6.14 ,45.70 ,27.41 ,61.44 ,1,Measurement,"Liu et al., 2022",2014
212,44,32.55888889,118.0325,1.62,11.64,0.94,15,20,17.5,56.36 ,0.58 ,15.31 ,75.58 ,1323.20 ,0.69 ,6.58 ,45.20 ,25.81 ,65.84 ,1,Measurement,"Liu et al., 2022",2014
213,44,32.55888889,118.0325,1.76,7.13,4.39,20,55,37.5,56.36 ,0.58 ,15.31 ,75.58 ,1323.20 ,0.69 ,7.09 ,42.29 ,23.87 ,70.91 ,1,Measurement,"Liu et al., 2022",2014
214,44,32.55888889,118.0325,1.66,6.53,4.88,55,100,77.5,56.36 ,0.58 ,15.31 ,75.58 ,1323.20 ,0.69 ,7.33 ,41.14 ,23.59 ,73.29 ,1,Measurement,"Liu et al., 2022",2014
215,45,32.42730556,117.6806111,1.03,9.22,1.42,0,15,7.5,49.90 ,0.47 ,15.39 ,76.50 ,1328.00 ,0.69 ,5.97 ,35.59 ,35.25 ,59.67 ,2,Measurement,"Liu et al., 2022",2014
216,45,32.42730556,117.6806111,1.6,7.08,1.13,15,25,20,49.90 ,0.47 ,15.39 ,76.50 ,1328.00 ,0.69 ,6.47 ,32.92 ,33.52 ,64.68 ,2,Measurement,"Liu et al., 2022",2014
217,45,32.42730556,117.6806111,1.64,3.81,2.5,25,65,45,49.90 ,0.47 ,15.39 ,76.50 ,1328.00 ,0.69 ,7.10 ,28.45 ,32.95 ,70.96 ,2,Measurement,"Liu et al., 2022",2014
218,45,32.42730556,117.6806111,1.6,1.21,0.48,65,90,77.5,49.90 ,0.47 ,15.39 ,76.50 ,1328.00 ,0.69 ,7.34 ,28.55 ,30.69 ,73.38 ,2,Measurement,"Liu et al., 2022",2014
219,45,32.42730556,117.6806111,1.45,3.41,1.48,90,120,105,49.90 ,0.47 ,15.39 ,76.50 ,1328.00 ,0.69 ,7.38 ,28.60 ,29.10 ,73.80 ,2,Measurement,"Liu et al., 2022",2014
220,46,31.22755556,117.3546111,1.17,22.27,5.21,0,20,10,14.00 ,0.63 ,16.22 ,109.33 ,1274.00 ,1.03 ,6.46 ,31.32 ,41.63 ,64.60 ,2,Measurement,"Liu et al., 2022",2014
221,46,31.22755556,117.3546111,1.49,7.1,0.85,20,28,24,14.00 ,0.63 ,16.22 ,109.33 ,1274.00 ,1.03 ,6.66 ,30.80 ,38.91 ,66.63 ,2,Measurement,"Liu et al., 2022",2014
222,46,31.22755556,117.3546111,1.64,5.77,1.33,28,42,35,14.00 ,0.63 ,16.22 ,109.33 ,1274.00 ,1.03 ,6.73 ,32.19 ,36.63 ,67.33 ,2,Measurement,"Liu et al., 2022",2014
223,46,31.22755556,117.3546111,1.55,4.79,2.52,42,76,59,14.00 ,0.63 ,16.22 ,109.33 ,1274.00 ,1.03 ,6.83 ,34.38 ,34.51 ,68.32 ,2,Measurement,"Liu et al., 2022",2014
224,46,31.22755556,117.3546111,1.59,5.66,3.96,76,120,98,14.00 ,0.63 ,16.22 ,109.33 ,1274.00 ,1.03 ,7.03 ,32.28 ,35.92 ,70.28 ,2,Measurement,"Liu et al., 2022",2014
225,47,32.8495,117.8079722,1.06,10.13,2.15,0,20,10,25.49 ,0.49 ,15.37 ,69.86 ,1357.35 ,0.62 ,6.98 ,24.69 ,38.80 ,69.85 ,4,Measurement,"Liu et al., 2022",2014
226,47,32.8495,117.8079722,1.23,3.88,0.38,20,28,24,25.49 ,0.49 ,15.37 ,69.86 ,1357.35 ,0.62 ,7.24 ,22.77 ,38.40 ,72.45 ,4,Measurement,"Liu et al., 2022",2014
227,47,32.8495,117.8079722,1.29,3.42,2.29,28,80,54,25.49 ,0.49 ,15.37 ,69.86 ,1357.35 ,0.62 ,7.48 ,22.33 ,35.40 ,74.78 ,4,Measurement,"Liu et al., 2022",2014
228,47,32.8495,117.8079722,1.14,3.42,1.56,80,120,100,25.49 ,0.49 ,15.37 ,69.86 ,1357.35 ,0.62 ,7.62 ,24.88 ,32.71 ,76.23 ,4,Measurement,"Liu et al., 2022",2014
229,48,31.22855556,118.9185278,1.24,6.44,1.44,0,18,9,13.00 ,(0.06),15.91 ,97.33 ,1240.00 ,0.94 ,6.19 ,24.46 ,41.23 ,61.90 ,1,Measurement,"Liu et al., 2022",2014
230,48,31.22855556,118.9185278,1.4,5.33,0.82,18,29,23.5,13.00 ,(0.06),15.91 ,97.33 ,1240.00 ,0.94 ,6.47 ,23.77 ,39.03 ,64.73 ,1,Measurement,"Liu et al., 2022",2014
231,48,31.22855556,118.9185278,1.5,2.84,1.32,29,60,44.5,13.00 ,(0.06),15.91 ,97.33 ,1240.00 ,0.94 ,6.56 ,24.95 ,37.87 ,65.55 ,1,Measurement,"Liu et al., 2022",2014
232,48,31.22855556,118.9185278,1.5,2.37,2.13,60,120,90,13.00 ,(0.06),15.91 ,97.33 ,1240.00 ,0.94 ,6.91 ,23.38 ,40.31 ,69.07 ,1,Measurement,"Liu et al., 2022",2014
233,49,31.66913889,117.6331389,1.15,24.01,4.14,0,15,7.5,11.11 ,(0.05),15.95 ,94.46 ,1290.54 ,0.88 ,6.42 ,31.60 ,47.14 ,64.22 ,1,Measurement,"Liu et al., 2022",2014
234,49,31.66913889,117.6331389,1.33,17.54,1.87,15,23,19,11.11 ,(0.05),15.95 ,94.46 ,1290.54 ,0.88 ,6.71 ,30.13 ,43.59 ,67.09 ,1,Measurement,"Liu et al., 2022",2014
235,49,31.66913889,117.6331389,1.67,4.34,0.87,23,35,29,11.11 ,(0.05),15.95 ,94.46 ,1290.54 ,0.88 ,6.88 ,29.09 ,39.57 ,68.80 ,1,Measurement,"Liu et al., 2022",2014
236,49,31.66913889,117.6331389,1.57,4.62,3.04,35,77,56,11.11 ,(0.05),15.95 ,94.46 ,1290.54 ,0.88 ,7.01 ,28.29 ,36.27 ,70.13 ,1,Measurement,"Liu et al., 2022",2014
237,49,31.66913889,117.6331389,1.59,4.28,2.93,77,120,98.5,11.11 ,(0.05),15.95 ,94.46 ,1290.54 ,0.88 ,7.09 ,26.71 ,38.34 ,70.91 ,1,Measurement,"Liu et al., 2022",2014
238,50,32.58316667,117.1454167,1.21,23.84,4.33,0,15,7.5,23.00 ,0.48 ,15.55 ,73.62 ,1352.82 ,0.65 ,6.42 ,26.08 ,40.04 ,64.20 ,3,Measurement,"Liu et al., 2022",2014
